sample_id_int,sample_id,label,label_orig,group_id,title,description,text,split
27714,agnews_train_027714,3,4,3,10 Gigabit Ethernet Hits the Enterprise,"Vendors Hewlett Packard, Alcatel and S2io each announced 10 Gigabit Ethernet products Monday that are aimed squarely at enterprise data centers.","10 Gigabit Ethernet Hits the Enterprise Vendors Hewlett Packard, Alcatel and S2io each announced 10 Gigabit Ethernet products Monday that are aimed squarely at enterprise data centers.",train
43251,agnews_train_043251,1,2,1,WENGER FEARS FOR GILBERTO,ARSENAL boss Arsene Wenger last night suffered a Champions League setback as Brazilian midfielder Gilberto Silva (above) was left facing a long-term injury absence.,WENGER FEARS FOR GILBERTO ARSENAL boss Arsene Wenger last night suffered a Champions League setback as Brazilian midfielder Gilberto Silva (above) was left facing a long-term injury absence.,train
31328,agnews_train_031328,1,2,1,Kluivert on the double,"LONDON - Newcastle United midfielder Nicky Butt saw red, Kieron Dyer was injured and Patrick Kluivert scored twice in the 2-0 Uefa Cup win over Israeli champions Hapoel Bnei Sakhnin in a half-empty stadium.","Kluivert on the double LONDON - Newcastle United midfielder Nicky Butt saw red, Kieron Dyer was injured and Patrick Kluivert scored twice in the 2-0 Uefa Cup win over Israeli champions Hapoel Bnei Sakhnin in a half-empty stadium.",train
53056,agnews_train_053056,0,1,0,Afghans Say Trouble Inevitable But Won't Stop Vote, KABUL (Reuters) - Afghan President Hamid Karzai vowed on  Thursday that a historic presidential election would go ahead  in two days' time and reflect the people's wishes despite  inevitable attempts by Taliban fighters to derail the vote.,Afghans Say Trouble Inevitable But Won't Stop Vote KABUL (Reuters) - Afghan President Hamid Karzai vowed on  Thursday that a historic presidential election would go ahead  in two days' time and reflect the people's wishes despite  inevitable attempts by Taliban fighters to derail the vote.,train
68892,agnews_train_068892,3,4,3,Gateway spices up new notebooks,"The computer maker unveils four new laptops, with an eye on the upcoming holiday season.","Gateway spices up new notebooks The computer maker unveils four new laptops, with an eye on the upcoming holiday season.",train
82007,agnews_train_082007,1,2,1,Late charge lifts Wellesley,Seedings don't matter. At least that's what Wellesley field hockey coach Chris Molonea tried to convey to her players as they faced fourth-seeded Somerset yesterday in Division 1 South tournament action.,Late charge lifts Wellesley Seedings don't matter. At least that's what Wellesley field hockey coach Chris Molonea tried to convey to her players as they faced fourth-seeded Somerset yesterday in Division 1 South tournament action.,train
28086,agnews_train_028086,2,3,2,LVMH profits rise on retail revival,"LVMH, the world #39;s biggest luxury goods company, has beaten forecasts with a 14-percent rise in first-half operating profits, helped by a rebound in retailing and strong sales at Louis Vuitton.","LVMH profits rise on retail revival LVMH, the world #39;s biggest luxury goods company, has beaten forecasts with a 14-percent rise in first-half operating profits, helped by a rebound in retailing and strong sales at Louis Vuitton.",train
14272,agnews_train_014272,1,2,1,Giambi Back Batting,Yankees slugger Jason Giambi takes batting practice for the first time Sunday since having a benign tumor diagnosed last month.,Giambi Back Batting Yankees slugger Jason Giambi takes batting practice for the first time Sunday since having a benign tumor diagnosed last month.,train
96202,agnews_train_096202,0,1,0,Annan Sees Hope for Great Lakes Peace," DAR ES SALAAM (Reuters) - U.N Secretary General Kofi Annan  urged leaders of Africa's resource-rich but blood-soaked Great  Lakes region on Friday to implement a peace plan that could  herald a ""new era"" for millions of Africans.","Annan Sees Hope for Great Lakes Peace DAR ES SALAAM (Reuters) - U.N Secretary General Kofi Annan  urged leaders of Africa's resource-rich but blood-soaked Great  Lakes region on Friday to implement a peace plan that could  herald a ""new era"" for millions of Africans.",train
1716,agnews_train_001716,1,2,1,Federer's Games Dream Shattered, ATHENS (Reuters) - Top seed Roger Federer was bundled out  of the Olympic tennis tournament on Tuesday by unheralded Czech  Tomas Berdych.,Federer's Games Dream Shattered ATHENS (Reuters) - Top seed Roger Federer was bundled out  of the Olympic tennis tournament on Tuesday by unheralded Czech  Tomas Berdych.,train
31746,agnews_train_031746,3,4,3,"Cisco touts core router customers, smaller platform","A research center in Pittsburgh as well as a broadband service provider and an academic network in Japan all have bought Cisco System's first totally new core routing platform in seven years, which was introduced with fanfare in June, the company announced Monday.","Cisco touts core router customers, smaller platform A research center in Pittsburgh as well as a broadband service provider and an academic network in Japan all have bought Cisco System's first totally new core routing platform in seven years, which was introduced with fanfare in June, the company announced Monday.",train
94222,agnews_train_094222,1,2,1,Closer Percival OKs \$12M Deal With Tigers,"DETROIT Nov 17, 2004 - Free agent Troy Percival and Detroit agreed Wednesday on a \$12 million, two-year contract, giving the Tigers two closers for their bullpen.","Closer Percival OKs \$12M Deal With Tigers DETROIT Nov 17, 2004 - Free agent Troy Percival and Detroit agreed Wednesday on a \$12 million, two-year contract, giving the Tigers two closers for their bullpen.",train
52954,agnews_train_052954,2,3,2,"Zale Sees Deeper Loss, Hurricanes Hurt"," NEW YORK (Reuters) - Jeweler Zale Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ZLC.N target=/stocks/quickinfo/fullquote""&gt;ZLC.N&lt;/A&gt; on Thursday  said its quarterly loss would be deeper than expected and sales  at stores open at least a year would be flat to down 1 percent,  hurt by the recent string of hurricanes in Florida, the U.S.  Southeast and Puerto Rico.","Zale Sees Deeper Loss, Hurricanes Hurt NEW YORK (Reuters) - Jeweler Zale Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ZLC.N target=/stocks/quickinfo/fullquote""&gt;ZLC.N&lt;/A&gt; on Thursday  said its quarterly loss would be deeper than expected and sales  at stores open at least a year would be flat to down 1 percent,  hurt by the recent string of hurricanes in Florida, the U.S.  Southeast and Puerto Rico.",train
80373,agnews_train_080373,1,2,1,Notebook: Law might miss 4-6 weeks,"New England cornerback Ty Law will be out from four to six weeks with a broken bone in his left foot, his agent told The Boston Globe.","Notebook: Law might miss 4-6 weeks New England cornerback Ty Law will be out from four to six weeks with a broken bone in his left foot, his agent told The Boston Globe.",train
8290,agnews_train_008290,3,4,3,Musicland Looks to the Internet,Musicland is trying to embrace the Internet and emulate the atmosphere of retail chains like Starbucks.,Musicland Looks to the Internet Musicland is trying to embrace the Internet and emulate the atmosphere of retail chains like Starbucks.,train
46536,agnews_train_046536,3,4,3,Various Factors Blamed for Childhood Obesity,"By RANDOLPH E. SCHMID    WASHINGTON (AP) -- A wide-ranging effort involving parents, schools, communities and government is needed to turn the tide of childhood obesity, the Institute of Medicine said Thursday...","Various Factors Blamed for Childhood Obesity By RANDOLPH E. SCHMID    WASHINGTON (AP) -- A wide-ranging effort involving parents, schools, communities and government is needed to turn the tide of childhood obesity, the Institute of Medicine said Thursday...",train
82741,agnews_train_082741,3,4,3,"Dell's dirty words: Outsourcing, proprietary","Speaking at a conference in Boston, CEO Kevin Rollins expounds on his philosophies about all things IT.\&lt;br /&gt;\ Photos: Inside Dell's plant","Dell's dirty words: Outsourcing, proprietary Speaking at a conference in Boston, CEO Kevin Rollins expounds on his philosophies about all things IT.\&lt;br /&gt;\ Photos: Inside Dell's plant",train
48675,agnews_train_048675,3,4,3,SpaceShipOne gears up for final leg of Ansari X Prize,"SpaceShipOne, the world #39;s first privately developed spaceship, is fueled and ready to embark this morning on a flight into space in a bid to claim the \$10 million Ansari X Prize.","SpaceShipOne gears up for final leg of Ansari X Prize SpaceShipOne, the world #39;s first privately developed spaceship, is fueled and ready to embark this morning on a flight into space in a bid to claim the \$10 million Ansari X Prize.",train
115464,agnews_train_115464,3,4,3,Google to scan famous libraries,The libraries of five of the world #39;s most important academic institutions are to be digitised by Google. Scanned pages from books in the public domain will then be made available for search and reading online.,Google to scan famous libraries The libraries of five of the world #39;s most important academic institutions are to be digitised by Google. Scanned pages from books in the public domain will then be made available for search and reading online.,train
76428,agnews_train_076428,1,2,1,Sluman Fires on All Cylinders at Chrysler," PALM HARBOR, Florida (Reuters) - Jeff Sluman shot a  course-record nine-under-par 62 on Thursday to lead after the  first round of the \$5 million Chrysler Championship.","Sluman Fires on All Cylinders at Chrysler PALM HARBOR, Florida (Reuters) - Jeff Sluman shot a  course-record nine-under-par 62 on Thursday to lead after the  first round of the \$5 million Chrysler Championship.",train
